TIME,DV,ID,DOSE,MODEL,Treatment,SAMPLE_ID,V0
66,-0.431999656,4927,50,19,OLAP50,PDX270,0.28671136
69,-0.18313315,4927,50,19,OLAP50,PDX270,0.28671136
72,0.052771485,4927,50,19,OLAP50,PDX270,0.28671136
76,-0.268892664,4927,50,19,OLAP50,PDX270,0.28671136
79,-0.198346359,4927,50,19,OLAP50,PDX270,0.28671136
83,-0.368470872,4927,50,19,OLAP50,PDX270,0.28671136
86,-0.336287614,4927,50,19,OLAP50,PDX270,0.28671136
0,-0.854697168,4929,50,19,OLAP50,PDX270,0.425412
2,-0.791130883,4929,50,19,OLAP50,PDX270,0.425412
6,-0.791130883,4929,50,19,OLAP50,PDX270,0.425412
9,-0.595808514,4929,50,19,OLAP50,PDX270,0.425412
13,-0.488412029,4929,50,19,OLAP50,PDX270,0.425412
16,-0.512010325,4929,50,19,OLAP50,PDX270,0.425412
19,-0.633535778,4929,50,19,OLAP50,PDX270,0.425412
27,-0.58381662,4929,50,19,OLAP50,PDX270,0.425412
31,-0.192081026,4929,50,19,OLAP50,PDX270,0.425412
35,-0.645541718,4929,50,19,OLAP50,PDX270,0.425412
38,-0.871638546,4929,50,19,OLAP50,PDX270,0.425412
42,-0.450950522,4929,50,19,OLAP50,PDX270,0.425412
45,-0.536264328,4929,50,19,OLAP50,PDX270,0.425412
48,-0.594518586,4929,50,19,OLAP50,PDX270,0.425412
52,-0.643976137,4929,50,19,OLAP50,PDX270,0.425412
55,-0.395393379,4929,50,19,OLAP50,PDX270,0.425412
63,-0.176758563,4929,50,19,OLAP50,PDX270,0.425412
66,-0.288202688,4929,50,19,OLAP50,PDX270,0.425412
69,-0.141975078,4929,50,19,OLAP50,PDX270,0.425412
72,-0.360373661,4929,50,19,OLAP50,PDX270,0.425412
76,-0.306302359,4929,50,19,OLAP50,PDX270,0.425412
79,-0.34437332,4929,50,19,OLAP50,PDX270,0.425412
83,-0.245362167,4929,50,19,OLAP50,PDX270,0.425412
86,-0.520378575,4929,50,19,OLAP50,PDX270,0.425412
0,-1.361093468,4930,50,19,OLAP50,PDX270,0.25638028
2,-2.040032846,4930,50,19,OLAP50,PDX270,0.25638028
6,-2.040032846,4930,50,19,OLAP50,PDX270,0.25638028
9,-1.422610024,4930,50,19,OLAP50,PDX270,0.25638028
13,-1.445866887,4930,50,19,OLAP50,PDX270,0.25638028
16,-1.42594371,4930,50,19,OLAP50,PDX270,0.25638028
19,-0.970008014,4930,50,19,OLAP50,PDX270,0.25638028
27,-1.397735563,4930,50,19,OLAP50,PDX270,0.25638028
31,-1.399310545,4930,50,19,OLAP50,PDX270,0.25638028
35,-1.576074319,4930,50,19,OLAP50,PDX270,0.25638028
38,-1.683357902,4930,50,19,OLAP50,PDX270,0.25638028
42,-1.477237005,4930,50,19,OLAP50,PDX270,0.25638028
45,-1.323357121,4930,50,19,OLAP50,PDX270,0.25638028
48,-1.516972685,4930,50,19,OLAP50,PDX270,0.25638028
52,-1.723951299,4930,50,19,OLAP50,PDX270,0.25638028
55,-1.723951299,4930,50,19,OLAP50,PDX270,0.25638028
63,-1.36855268,4930,50,19,OLAP50,PDX270,0.25638028
66,-1.267383002,4930,50,19,OLAP50,PDX270,0.25638028
69,-1.239475637,4930,50,19,OLAP50,PDX270,0.25638028
72,-1.406959543,4930,50,19,OLAP50,PDX270,0.25638028
76,-1.60570449,4930,50,19,OLAP50,PDX270,0.25638028
79,-1.674334044,4930,50,19,OLAP50,PDX270,0.25638028
83,-1.786062448,4930,50,19,OLAP50,PDX270,0.25638028
86,-1.553605933,4930,50,19,OLAP50,PDX270,0.25638028
0,-1.323357121,4931,50,19,OLAP50,PDX270,0.26624
4,-1.323357121,4931,50,19,OLAP50,PDX270,0.26624
7,-1.267383002,4931,50,19,OLAP50,PDX270,0.26624
11,-1.43802076,4931,50,19,OLAP50,PDX270,0.26624
14,-1.270966675,4931,50,19,OLAP50,PDX270,0.26624
17,-1.307429947,4931,50,19,OLAP50,PDX270,0.26624
25,-1.150849186,4931,50,19,OLAP50,PDX270,0.26624
29,-0.874181694,4931,50,19,OLAP50,PDX270,0.26624
36,-0.832632169,4931,50,19,OLAP50,PDX270,0.26624
40,-1.303550664,4931,50,19,OLAP50,PDX270,0.26624
43,-1.477237005,4931,50,19,OLAP50,PDX270,0.26624
46,-1.07536853,4931,50,19,OLAP50,PDX270,0.26624
50,-1.071712669,4931,50,19,OLAP50,PDX270,0.26624
53,-1.141483256,4931,50,19,OLAP50,PDX270,0.26624
61,-0.70764375,4931,50,19,OLAP50,PDX270,0.26624
64,-0.874697835,4931,50,19,OLAP50,PDX270,0.26624
67,-0.704672543,4931,50,19,OLAP50,PDX270,0.26624
70,-0.778564948,4931,50,19,OLAP50,PDX270,0.26624
74,-0.67685022,4931,50,19,OLAP50,PDX270,0.26624
77,-0.658609415,4931,50,19,OLAP50,PDX270,0.26624
81,-0.431999656,4931,50,19,OLAP50,PDX270,0.26624
84,-0.529040716,4931,50,19,OLAP50,PDX270,0.26624
0,-1.43802076,5001,50,21,OLAP50,PDX288,0.23739716
8,-1.516972685,5001,50,21,OLAP50,PDX288,0.23739716
12,-1.2627325,5001,50,21,OLAP50,PDX288,0.23739716
15,-0.970008014,5001,50,21,OLAP50,PDX288,0.23739716
18,-1.003527916,5001,50,21,OLAP50,PDX288,0.23739716
26,-0.526694877,5001,50,21,OLAP50,PDX288,0.23739716
29,-0.407307043,5001,50,21,OLAP50,PDX288,0.23739716
33,-0.263966952,5001,50,21,OLAP50,PDX288,0.23739716
36,-0.351956948,5001,50,21,OLAP50,PDX288,0.23739716
40,0.013802387,5001,50,21,OLAP50,PDX288,0.23739716
43,-0.139464065,5001,50,21,OLAP50,PDX288,0.23739716
47,-0.211124471,5001,50,21,OLAP50,PDX288,0.23739716
50,0.133166326,5001,50,21,OLAP50,PDX288,0.23739716
53,0.116181754,5001,50,21,OLAP50,PDX288,0.23739716
0,-1.43802076,5002,50,21,OLAP50,PDX288,0.23739716
8,-1.399310545,5002,50,21,OLAP50,PDX288,0.23739716
12,-1.323357121,5002,50,21,OLAP50,PDX288,0.23739716
15,-0.936858506,5002,50,21,OLAP50,PDX288,0.23739716
18,-1.003527916,5002,50,21,OLAP50,PDX288,0.23739716
26,-0.340846421,5002,50,21,OLAP50,PDX288,0.23739716
29,0.063124234,5002,50,21,OLAP50,PDX288,0.23739716
33,0.0547249,5002,50,21,OLAP50,PDX288,0.23739716
36,0.10173907,5002,50,21,OLAP50,PDX288,0.23739716
40,0.05885715,5002,50,21,OLAP50,PDX288,0.23739716
43,0.522199796,5002,50,21,OLAP50,PDX288,0.23739716
47,0.431127657,5002,50,21,OLAP50,PDX288,0.23739716
50,0.133166326,5002,50,21,OLAP50,PDX288,0.23739716
53,0.816709042,5002,50,21,OLAP50,PDX288,0.23739716
0,-1.323357121,5003,50,21,OLAP50,PDX288,0.26624
8,-1.399310545,5003,50,21,OLAP50,PDX288,0.26624
12,-1.323357121,5003,50,21,OLAP50,PDX288,0.26624
15,-0.904071294,5003,50,21,OLAP50,PDX288,0.26624
18,-0.809118189,5003,50,21,OLAP50,PDX288,0.26624
26,-0.098662994,5003,50,21,OLAP50,PDX288,0.26624
29,-0.143290862,5003,50,21,OLAP50,PDX288,0.26624
33,0.155402467,5003,50,21,OLAP50,PDX288,0.26624
36,0.169042985,5003,50,21,OLAP50,PDX288,0.26624
40,0.232355265,5003,50,21,OLAP50,PDX288,0.26624
43,0.811794642,5003,50,21,OLAP50,PDX288,0.26624
47,0.954505339,5003,50,21,OLAP50,PDX288,0.26624
50,1.207242453,5003,50,21,OLAP50,PDX288,0.26624
53,1.149267379,5003,50,21,OLAP50,PDX288,0.26624
0,-1.477237005,5005,50,21,OLAP50,PDX288,0.22826752
4,-1.361093468,5005,50,21,OLAP50,PDX288,0.22826752
18,-0.880415609,5005,50,21,OLAP50,PDX288,0.22826752
21,-0.525401335,5005,50,21,OLAP50,PDX288,0.22826752
25,-0.612162836,5005,50,21,OLAP50,PDX288,0.22826752
28,-0.471188331,5005,50,21,OLAP50,PDX288,0.22826752
32,-0.282362911,5005,50,21,OLAP50,PDX288,0.22826752
35,-0.615758231,5005,50,21,OLAP50,PDX288,0.22826752
39,-0.241535399,5005,50,21,OLAP50,PDX288,0.22826752
42,0.038517466,5005,50,21,OLAP50,PDX288,0.22826752
45,0.0547249,5005,50,21,OLAP50,PDX288,0.22826752
0,-1.323357121,5007,50,21,OLAP50,PDX288,0.26624
4,-0.970008014,5007,50,21,OLAP50,PDX288,0.26624
7,-0.871638546,5007,50,21,OLAP50,PDX288,0.26624
11,-0.423043344,5007,50,21,OLAP50,PDX288,0.26624
14,-0.297791669,5007,50,21,OLAP50,PDX288,0.26624
18,0.015504187,5007,50,21,OLAP50,PDX288,0.26624
21,0.133166326,5007,50,21,OLAP50,PDX288,0.26624
24,0.268527632,5007,50,21,OLAP50,PDX288,0.26624
0,-1.323357121,5008,50,21,OLAP50,PDX288,0.26624
4,-1.466857684,5008,50,21,OLAP50,PDX288,0.26624
7,-1.361093468,5008,50,21,OLAP50,PDX288,0.26624
11,-1.071712669,5008,50,21,OLAP50,PDX288,0.26624
14,-0.653926467,5008,50,21,OLAP50,PDX288,0.26624
18,-0.416584197,5008,50,21,OLAP50,PDX288,0.26624
21,-0.106961797,5008,50,21,OLAP50,PDX288,0.26624
24,0.133166326,5008,50,21,OLAP50,PDX288,0.26624
0,-1.323357121,5009,50,21,OLAP50,PDX288,0.26624
4,-1.43802076,5009,50,21,OLAP50,PDX288,0.26624
7,-1.828848689,5009,50,21,OLAP50,PDX288,0.26624
11,-1.323357121,5009,50,21,OLAP50,PDX288,0.26624
14,-1.472636871,5009,50,21,OLAP50,PDX288,0.26624
18,-0.840892393,5009,50,21,OLAP50,PDX288,0.26624
21,-0.367995928,5009,50,21,OLAP50,PDX288,0.26624
24,-0.507555975,5009,50,21,OLAP50,PDX288,0.26624
0,-1.946275216,5010,50,21,OLAP50,PDX288,0.142805
4,-1.81091391,5010,50,21,OLAP50,PDX288,0.142805
7,-2.44743747,5010,50,21,OLAP50,PDX288,0.142805
11,-2.186403339,5010,50,21,OLAP50,PDX288,0.142805
14,-2.186403339,5010,50,21,OLAP50,PDX288,0.142805
18,-2.186403339,5010,50,21,OLAP50,PDX288,0.142805
21,-1.723951299,5010,50,21,OLAP50,PDX288,0.142805
24,-1.654754367,5010,50,21,OLAP50,PDX288,0.142805
0,-2.733368009,5011,50,21,OLAP50,PDX288,0.065
11,-5.482240205,5011,50,21,OLAP50,PDX288,0.065
14,-5.482240205,5011,50,21,OLAP50,PDX288,0.065
21,-3.402798663,5011,50,21,OLAP50,PDX288,0.065
24,-2.733368009,5011,50,21,OLAP50,PDX288,0.065
0,-1.516972685,5012,50,21,OLAP50,PDX288,0.219375
4,-2.288989927,5012,50,21,OLAP50,PDX288,0.219375
7,-2.106360631,5012,50,21,OLAP50,PDX288,0.219375
11,-1.946275216,5012,50,21,OLAP50,PDX288,0.219375
14,-1.516972685,5012,50,21,OLAP50,PDX288,0.219375
18,-1.454587592,5012,50,21,OLAP50,PDX288,0.219375
21,-1.323357121,5012,50,21,OLAP50,PDX288,0.219375
24,-0.807806351,5012,50,21,OLAP50,PDX288,0.219375
0,-1.654958428,5159,50,18,OLAP50,PDX252,0.1911
3,-1.373992737,5159,50,18,OLAP50,PDX252,0.1911
6,-1.336092166,5159,50,18,OLAP50,PDX252,0.1911
9,-1.348514686,5159,50,18,OLAP50,PDX252,0.1911
13,-1.153456131,5159,50,18,OLAP50,PDX252,0.1911
16,-0.982163903,5159,50,18,OLAP50,PDX252,0.1911
20,-0.927816094,5159,50,18,OLAP50,PDX252,0.1911
23,-0.750277689,5159,50,18,OLAP50,PDX252,0.1911
26,-0.605136303,5159,50,18,OLAP50,PDX252,0.1911
29,-0.725379505,5159,50,18,OLAP50,PDX252,0.1911
33,-0.336287614,5159,50,18,OLAP50,PDX252,0.1911
35,-0.307617768,5159,50,18,OLAP50,PDX252,0.1911
40,-0.193019084,5159,50,18,OLAP50,PDX252,0.1911
43,-0.143290862,5159,50,18,OLAP50,PDX252,0.1911
47,-0.041574027,5159,50,18,OLAP50,PDX252,0.1911
50,0.268527632,5159,50,18,OLAP50,PDX252,0.1911
0,-1.572299365,5161,50,18,OLAP50,PDX252,0.20756736
3,-1.79631511,5161,50,18,OLAP50,PDX252,0.20756736
6,-1.739962174,5161,50,18,OLAP50,PDX252,0.20756736
9,-2.120554912,5161,50,18,OLAP50,PDX252,0.20756736
13,-1.840544081,5161,50,18,OLAP50,PDX252,0.20756736
16,-1.916955957,5161,50,18,OLAP50,PDX252,0.20756736
20,-1.952488378,5161,50,18,OLAP50,PDX252,0.20756736
23,-1.840544081,5161,50,18,OLAP50,PDX252,0.20756736
26,-1.932163153,5161,50,18,OLAP50,PDX252,0.20756736
29,-1.840544081,5161,50,18,OLAP50,PDX252,0.20756736
33,-1.840544081,5161,50,18,OLAP50,PDX252,0.20756736
35,-1.885434922,5161,50,18,OLAP50,PDX252,0.20756736
40,-1.746322119,5161,50,18,OLAP50,PDX252,0.20756736
43,-1.348514686,5161,50,18,OLAP50,PDX252,0.20756736
47,-1.298664509,5161,50,18,OLAP50,PDX252,0.20756736
50,-1.071712669,5161,50,18,OLAP50,PDX252,0.20756736
0,-1.723951299,5293,50,22,OLAP50,PDX291B,0.17836
4,-1.697158923,5293,50,22,OLAP50,PDX291B,0.17836
7,-1.857982609,5293,50,22,OLAP50,PDX291B,0.17836
11,-1.712933501,5293,50,22,OLAP50,PDX291B,0.17836
14,-1.746322119,5293,50,22,OLAP50,PDX291B,0.17836
18,-1.619197382,5293,50,22,OLAP50,PDX291B,0.17836
20,-1.339174925,5293,50,22,OLAP50,PDX291B,0.17836
24,-1.118226394,5293,50,22,OLAP50,PDX291B,0.17836
27,-1.071031052,5293,50,22,OLAP50,PDX291B,0.17836
32,-0.877043769,5293,50,22,OLAP50,PDX291B,0.17836
35,-0.889790583,5293,50,22,OLAP50,PDX291B,0.17836
39,-0.815857335,5293,50,22,OLAP50,PDX291B,0.17836
43,-0.636062974,5293,50,22,OLAP50,PDX291B,0.17836
47,-0.647186234,5293,50,22,OLAP50,PDX291B,0.17836
50,-0.494263863,5293,50,22,OLAP50,PDX291B,0.17836
53,-0.21644603,5293,50,22,OLAP50,PDX291B,0.17836
56,-0.059159775,5293,50,22,OLAP50,PDX291B,0.17836
60,-0.050266453,5293,50,22,OLAP50,PDX291B,0.17836
0,-2.44743747,5295,50,22,OLAP50,PDX291B,0.086515
4,-2.44743747,5295,50,22,OLAP50,PDX291B,0.086515
7,-1.90115478,5295,50,22,OLAP50,PDX291B,0.086515
11,-1.900472799,5295,50,22,OLAP50,PDX291B,0.086515
14,-1.900472799,5295,50,22,OLAP50,PDX291B,0.086515
18,-1.865679459,5295,50,22,OLAP50,PDX291B,0.086515
20,-1.772639428,5295,50,22,OLAP50,PDX291B,0.086515
24,-1.559395961,5295,50,22,OLAP50,PDX291B,0.086515
27,-1.348514686,5295,50,22,OLAP50,PDX291B,0.086515
32,-1.479280204,5295,50,22,OLAP50,PDX291B,0.086515
35,-1.337178764,5295,50,22,OLAP50,PDX291B,0.086515
39,-1.290111253,5295,50,22,OLAP50,PDX291B,0.086515
43,-1.172784263,5295,50,22,OLAP50,PDX291B,0.086515
47,-1.067407618,5295,50,22,OLAP50,PDX291B,0.086515
50,-0.883660438,5295,50,22,OLAP50,PDX291B,0.086515
53,-0.787686458,5295,50,22,OLAP50,PDX291B,0.086515
56,-0.5532489,5295,50,22,OLAP50,PDX291B,0.086515
60,-0.23464064,5295,50,22,OLAP50,PDX291B,0.086515
0,-1.267383002,5296,50,22,OLAP50,PDX291B,0.28156752
4,-1.203201902,5296,50,22,OLAP50,PDX291B,0.28156752
7,-0.959564793,5296,50,22,OLAP50,PDX291B,0.28156752
11,-0.862750534,5296,50,22,OLAP50,PDX291B,0.28156752
14,-0.81927056,5296,50,22,OLAP50,PDX291B,0.28156752
18,-0.714534589,5296,50,22,OLAP50,PDX291B,0.28156752
20,-0.546018699,5296,50,22,OLAP50,PDX291B,0.28156752
24,-0.451210955,5296,50,22,OLAP50,PDX291B,0.28156752
27,-0.307617768,5296,50,22,OLAP50,PDX291B,0.28156752
32,-0.186347651,5296,50,22,OLAP50,PDX291B,0.28156752
35,-0.196392133,5296,50,22,OLAP50,PDX291B,0.28156752
39,-0.38389933,5296,50,22,OLAP50,PDX291B,0.28156752
43,-0.037927646,5296,50,22,OLAP50,PDX291B,0.28156752
47,0.154604428,5296,50,22,OLAP50,PDX291B,0.28156752
50,0.228476506,5296,50,22,OLAP50,PDX291B,0.28156752
53,0.447665378,5296,50,22,OLAP50,PDX291B,0.28156752
56,0.619828897,5296,50,22,OLAP50,PDX291B,0.28156752
60,0.648816433,5296,50,22,OLAP50,PDX291B,0.28156752
0,-0.442900842,5299,50,23,OLAP50,PDX302,0.64217088
4,-0.656575974,5299,50,23,OLAP50,PDX302,0.64217088
7,-0.461035959,5299,50,23,OLAP50,PDX302,0.64217088
11,-0.443017454,5299,50,23,OLAP50,PDX302,0.64217088
14,-0.481480178,5299,50,23,OLAP50,PDX302,0.64217088
0,-1.264633202,5301,50,23,OLAP50,PDX302,0.28234284
4,-1.048984418,5301,50,23,OLAP50,PDX302,0.28234284
7,-0.606368491,5301,50,23,OLAP50,PDX302,0.28234284
11,-1.033092449,5301,50,23,OLAP50,PDX302,0.28234284
14,-1.075203935,5301,50,23,OLAP50,PDX302,0.28234284
0,-4.26584488,5325,50,10,OLAP50,PDX127,0.01404
4,-5.482240205,5325,50,10,OLAP50,PDX127,0.01404
7,-5.482240205,5325,50,10,OLAP50,PDX127,0.01404
11,-5.482240205,5325,50,10,OLAP50,PDX127,0.01404
14,-5.482240205,5325,50,10,OLAP50,PDX127,0.01404
22,-4.26584488,5325,50,10,OLAP50,PDX127,0.01404
0,-1.212915202,5326,50,10,OLAP50,PDX127,0.29732924
4,-1.003527916,5326,50,10,OLAP50,PDX127,0.29732924
7,-0.970008014,5326,50,10,OLAP50,PDX127,0.29732924
11,-0.871638546,5326,50,10,OLAP50,PDX127,0.29732924
14,-0.970008014,5326,50,10,OLAP50,PDX127,0.29732924
18,-0.507555975,5326,50,10,OLAP50,PDX127,0.29732924
22,-0.655459642,5326,50,10,OLAP50,PDX127,0.29732924
25,-0.349977422,5326,50,10,OLAP50,PDX127,0.29732924
28,-0.471188331,5326,50,10,OLAP50,PDX127,0.29732924
0,-1.723951299,5327,50,10,OLAP50,PDX127,0.17836
4,-1.323357121,5327,50,10,OLAP50,PDX127,0.17836
7,-0.970008014,5327,50,10,OLAP50,PDX127,0.17836
11,-0.714534589,5327,50,10,OLAP50,PDX127,0.17836
14,-0.469730003,5327,50,10,OLAP50,PDX127,0.17836
18,-0.507555975,5327,50,10,OLAP50,PDX127,0.17836
22,-0.507555975,5327,50,10,OLAP50,PDX127,0.17836
25,-0.082065389,5327,50,10,OLAP50,PDX127,0.17836
28,-0.214094716,5327,50,10,OLAP50,PDX127,0.17836
0,-2.288989927,5328,50,10,OLAP50,PDX127,0.1013688
4,-1.598058702,5328,50,10,OLAP50,PDX127,0.1013688
7,-1.723951299,5328,50,10,OLAP50,PDX127,0.1013688
11,-1.598058702,5328,50,10,OLAP50,PDX127,0.1013688
14,-1.516972685,5328,50,10,OLAP50,PDX127,0.1013688
18,-1.477237005,5328,50,10,OLAP50,PDX127,0.1013688
22,-0.970008014,5328,50,10,OLAP50,PDX127,0.1013688
25,-1.286089561,5328,50,10,OLAP50,PDX127,0.1013688
28,-0.922225608,5328,50,10,OLAP50,PDX127,0.1013688
0,-0.574191499,5329,50,10,OLAP50,PDX127,0.56316
4,-0.126833871,5329,50,10,OLAP50,PDX127,0.56316
7,0.207274298,5329,50,10,OLAP50,PDX127,0.56316
11,0.143017507,5329,50,10,OLAP50,PDX127,0.56316
14,0.110758743,5329,50,10,OLAP50,PDX127,0.56316
18,0.419096865,5329,50,10,OLAP50,PDX127,0.56316
22,0.507598021,5329,50,10,OLAP50,PDX127,0.56316
25,0.653497832,5329,50,10,OLAP50,PDX127,0.56316
28,0.687360852,5329,50,10,OLAP50,PDX127,0.56316
0,-1.681397394,5391,50,13,OLAP50,PDX179,0.18611372
4,-1.723951299,5391,50,13,OLAP50,PDX179,0.18611372
8,-1.323357121,5391,50,13,OLAP50,PDX179,0.18611372
11,-1.681397394,5391,50,13,OLAP50,PDX179,0.18611372
15,-1.598058702,5391,50,13,OLAP50,PDX179,0.18611372
18,-1.639438668,5391,50,13,OLAP50,PDX179,0.18611372
21,-1.249279284,5391,50,13,OLAP50,PDX179,0.18611372
25,-1.516972685,5391,50,13,OLAP50,PDX179,0.18611372
28,-1.106395137,5391,50,13,OLAP50,PDX179,0.18611372
31,-0.776392451,5391,50,13,OLAP50,PDX179,0.18611372
35,-0.860943257,5391,50,13,OLAP50,PDX179,0.18611372
38,-0.926522902,5391,50,13,OLAP50,PDX179,0.18611372
43,-1.141895309,5391,50,13,OLAP50,PDX179,0.18611372
45,-0.656575974,5391,50,13,OLAP50,PDX179,0.18611372
49,-0.537360172,5391,50,13,OLAP50,PDX179,0.18611372
0,-1.81091391,5406,50,10,OLAP50,PDX127,0.16350464
1,-2.186403339,5406,50,10,OLAP50,PDX127,0.16350464
4,-1.723951299,5406,50,10,OLAP50,PDX127,0.16350464
5,-1.399310545,5406,50,10,OLAP50,PDX127,0.16350464
8,-1.557241746,5406,50,10,OLAP50,PDX127,0.16350464
12,-1.388708473,5406,50,10,OLAP50,PDX127,0.16350464
15,-1.260037605,5406,50,10,OLAP50,PDX127,0.16350464
18,-1.207115203,5406,50,10,OLAP50,PDX127,0.16350464
22,-1.197941827,5406,50,10,OLAP50,PDX127,0.16350464
23,-0.838203936,5406,50,10,OLAP50,PDX127,0.16350464
26,-0.726954254,5406,50,10,OLAP50,PDX127,0.16350464
0,-1.323357121,5407,50,10,OLAP50,PDX127,0.26624
1,-1.375106934,5407,50,10,OLAP50,PDX127,0.26624
4,-1.141483256,5407,50,10,OLAP50,PDX127,0.26624
5,-0.807806351,5407,50,10,OLAP50,PDX127,0.26624
8,-0.948029108,5407,50,10,OLAP50,PDX127,0.26624
12,-0.479119743,5407,50,10,OLAP50,PDX127,0.26624
15,-0.594518586,5407,50,10,OLAP50,PDX127,0.26624
18,-0.217398834,5407,50,10,OLAP50,PDX127,0.26624
22,0.015504187,5407,50,10,OLAP50,PDX127,0.26624
23,-0.026919089,5407,50,10,OLAP50,PDX127,0.26624
26,0.245735164,5407,50,10,OLAP50,PDX127,0.26624
0,-1.141483256,5408,50,10,OLAP50,PDX127,0.319345
1,-1.323357121,5408,50,10,OLAP50,PDX127,0.319345
4,-0.970008014,5408,50,10,OLAP50,PDX127,0.319345
5,-0.653926467,5408,50,10,OLAP50,PDX127,0.319345
8,-0.653926467,5408,50,10,OLAP50,PDX127,0.319345
12,-0.479119743,5408,50,10,OLAP50,PDX127,0.319345
15,-0.23464064,5408,50,10,OLAP50,PDX127,0.319345
18,-0.106961797,5408,50,10,OLAP50,PDX127,0.319345
22,0.092465228,5408,50,10,OLAP50,PDX127,0.319345
23,0.562468857,5408,50,10,OLAP50,PDX127,0.319345
26,0.522199796,5408,50,10,OLAP50,PDX127,0.319345
0,-2.186403339,5409,50,10,OLAP50,PDX127,0.11232
1,-1.946275216,5409,50,10,OLAP50,PDX127,0.11232
4,-1.477237005,5409,50,10,OLAP50,PDX127,0.11232
8,-0.970008014,5409,50,10,OLAP50,PDX127,0.11232
11,-1.6819871,5409,50,10,OLAP50,PDX127,0.11232
14,-0.904071294,5409,50,10,OLAP50,PDX127,0.11232
18,-1.399310545,5409,50,10,OLAP50,PDX127,0.11232
19,-0.992974819,5409,50,10,OLAP50,PDX127,0.11232
22,-0.538715626,5409,50,10,OLAP50,PDX127,0.11232
26,-0.667911808,5409,50,10,OLAP50,PDX127,0.11232
29,-0.797335051,5409,50,10,OLAP50,PDX127,0.11232
0,-3.402798663,5433,50,10,OLAP50,PDX127,0.03328
3,-4.26584488,5433,50,10,OLAP50,PDX127,0.03328
7,-4.26584488,5433,50,10,OLAP50,PDX127,0.03328
13,-4.26584488,5433,50,10,OLAP50,PDX127,0.03328
17,-5.482240205,5433,50,10,OLAP50,PDX127,0.03328
20,-4.26584488,5433,50,10,OLAP50,PDX127,0.03328
23,-3.402798663,5433,50,10,OLAP50,PDX127,0.03328
27,-2.551046452,5433,50,10,OLAP50,PDX127,0.03328
30,-1.946275216,5433,50,10,OLAP50,PDX127,0.03328
0,-1.767117512,5434,50,10,OLAP50,PDX127,0.17082468
1,-1.992787775,5434,50,10,OLAP50,PDX127,0.17082468
4,-1.695780422,5434,50,10,OLAP50,PDX127,0.17082468
8,-1.516972685,5434,50,10,OLAP50,PDX127,0.17082468
11,-1.411181329,5434,50,10,OLAP50,PDX127,0.17082468
14,-1.508633038,5434,50,10,OLAP50,PDX127,0.17082468
18,-1.131046559,5434,50,10,OLAP50,PDX127,0.17082468
21,-1.030257621,5434,50,10,OLAP50,PDX127,0.17082468
24,-0.97779546,5434,50,10,OLAP50,PDX127,0.17082468
28,-0.602283234,5434,50,10,OLAP50,PDX127,0.17082468
31,0.110000188,5434,50,10,OLAP50,PDX127,0.17082468
0,-1.323357121,5435,50,10,OLAP50,PDX127,0.26624
1,-1.323601292,5435,50,10,OLAP50,PDX127,0.26624
4,-0.950415205,5435,50,10,OLAP50,PDX127,0.26624
8,-0.574191499,5435,50,10,OLAP50,PDX127,0.26624
11,-0.537328133,5435,50,10,OLAP50,PDX127,0.26624
14,-0.321651599,5435,50,10,OLAP50,PDX127,0.26624
18,-0.151259031,5435,50,10,OLAP50,PDX127,0.26624
21,-0.160027495,5435,50,10,OLAP50,PDX127,0.26624
24,0.19567089,5435,50,10,OLAP50,PDX127,0.26624
28,0.549646257,5435,50,10,OLAP50,PDX127,0.26624
31,0.973046405,5435,50,10,OLAP50,PDX127,0.26624
0,-1.516972685,5438,50,10,OLAP50,PDX127,0.219375
1,-1.723951299,5438,50,10,OLAP50,PDX127,0.219375
4,-1.639438668,5438,50,10,OLAP50,PDX127,0.219375
8,-1.141483256,5438,50,10,OLAP50,PDX127,0.219375
11,-0.840892393,5438,50,10,OLAP50,PDX127,0.219375
14,-1.084324842,5438,50,10,OLAP50,PDX127,0.219375
18,-1.399310545,5438,50,10,OLAP50,PDX127,0.219375
21,-0.653926467,5438,50,10,OLAP50,PDX127,0.219375
24,-0.970008014,5438,50,10,OLAP50,PDX127,0.219375
28,-1.152319695,5438,50,10,OLAP50,PDX127,0.219375
31,-0.132066546,5438,50,10,OLAP50,PDX127,0.219375
0,-0.970008014,5457,50,27,OLAP50,PDX341,0.37908
1,-1.106395137,5457,50,27,OLAP50,PDX341,0.37908
4,-1.598058702,5457,50,27,OLAP50,PDX341,0.37908
7,-0.871638546,5457,50,27,OLAP50,PDX341,0.37908
11,-0.776392451,5457,50,27,OLAP50,PDX341,0.37908
14,-0.674529255,5457,50,27,OLAP50,PDX341,0.37908
17,-0.766563392,5457,50,27,OLAP50,PDX341,0.37908
21,-0.594805093,5457,50,27,OLAP50,PDX341,0.37908
24,-0.404694205,5457,50,27,OLAP50,PDX341,0.37908
29,-0.615758231,5457,50,27,OLAP50,PDX341,0.37908
31,-0.256244906,5457,50,27,OLAP50,PDX341,0.37908
35,-0.135385682,5457,50,27,OLAP50,PDX341,0.37908
38,0.013574646,5457,50,27,OLAP50,PDX341,0.37908
43,0.179860531,5457,50,27,OLAP50,PDX341,0.37908
46,0.257691363,5457,50,27,OLAP50,PDX341,0.37908
0,-0.638368128,5519,50,21,OLAP50,PDX288,0.5281536
3,-0.35749528,5519,50,21,OLAP50,PDX288,0.5281536
